concept_id,reading,category,voice,test_type,verdict,n,diff,ci_lo,ci_hi,p,q_bh,holm,verified,deepdive_label,summary,result_path,script
gb-levels,,entry,guest,gate,NULL,20939,-0.00200888,-0.0303619,0.0276233,0.892,0.9709,keep,,,"Six resting limits per 15m structure flip (stop at anchor, target at 0.41), clustered by flip. The gate compared GB levels (0.705/0.7475/0.79) with the concept's own control set (0.5/0.618/0.786). Control-adjusted difference −0.002R, powered NULL (46k fills pooled, 20.9k in the gated arm).",concept_campaign/results/gb-levels.json,concept_campaign/tests/entry_guest_01a/gb-levels.py
gb-range-return-entry,,entry,guest,trade,EDGE,1931,0.0513474,0.00454423,0.0971734,0.02978,0.1838,keep,refuted_both,,Refuted (both lenses): the effect sits in stale limit fills after the range was already invalidated / target traded; the faithful subset is +0.000R.,concept_campaign/results/gb-range-return-entry.json,concept_campaign/tests/entry_guest_01a/gb-range-return-entry.py
gb-retracement-entry,,entry,guest,trade,NULL,6965,-0.00837196,-0.0373101,0.0211682,0.5747,0.8029,keep,,,"Trade: blind limit at 0.7475 of a 15m valid-flip range (the anchor→high range extends until the fill), stop at the anchor, target 0.41 (1.34R), 24h expiry or next opposite flip. Result −0.008R versus the matched control, powered NULL (MDE 0.042).",concept_campaign/results/gb-retracement-entry.json,concept_campaign/tests/entry_guest_01a/gb-retracement-entry.py
gold-correlated-assets,,liquidity,own,gate,NULL,4289,0.0223598,-0.0458937,0.0917453,0.5243,0.7779,keep,,,"Head-to-head on 1h C2s where the correlate choices disagree (7,387): reversal SMT vs gold-euro/gold-pound (the instruments he names) against silver-only SMT. No difference, powered NULL (MDE 0.098)",concept_campaign/results/gold-correlated-assets.json,concept_campaign/tests/liquidity_own_02b/gold-correlated-assets.py
half-wick-respect,a,structure,own,gate,UNDERPOWERED,5255,0.0517831,-0.116886,0.208431,0.5327,0.7813,keep,,,"Tested close-based respect after a 4H reversal candle (wick larger than body, forex grid). The test bar is the first 1h bar of the next 4H candle to trade into the wick.",concept_campaign/results/half-wick-respect__a.json,concept_campaign/tests/structure_own_02a/half-wick-respect.py
half-wick-respect,b,structure,own,gate,UNDERPOWERED,3984,0.0335521,-0.0426804,0.109547,0.3876,0.6891,keep,,,"Tested touch-based respect on the same book: the test bar's low stays in the upper half of the wick. +0.034R, MDE 0.109, just above the 0.10 threshold, UNDERPOWERED.",concept_campaign/results/half-wick-respect__b.json,concept_campaign/tests/structure_own_02a/half-wick-respect.py
harder-target-behind-protected-swing,,risk,own,rate,EDGE,21898,-0.00987305,-0.0168511,-0.00258588,0.006668,0.06858,keep,refuted_both,,Refuted (both): the -1pp belongs to old untaken levels; unguarded untaken swings fall short of the null by more (-1.96pp).,concept_campaign/results/harder-target-behind-protected-swing.json,concept_campaign/tests/risk_own_02a/harder-target-behind-protected-swing.py
hedge-not-double-exposure,,risk,own,gate,NULL,12924,0.00967581,-0.022292,0.0411307,0.5498,0.7922,keep,,,"15m CISD signals fired while a 1D CISD swing is open, split into against the swing (kept as a hedge) and same direction (skipped): +0.010R, NULL. The rule's selection costs nothing per trade, so the exposure reduction comes free. The exposure claim itself is arithmetic.",concept_campaign/results/hedge-not-double-exposure.json,concept_campaign/tests/risk_own_01b/hedge-not-double-exposure.py
high-resistance-target-adjustment,,liquidity,own,rate,NULL,7000,-0.00485714,-0.0178329,0.00834429,0.467,0.7413,keep,,,"Tested the premise that a high-resistance extreme (15m pool swept, closing back inside twice) is harder to reach, measured from the next opposite swing: reached 55.6% vs a same-distance null of 56.1% within 360 bars. Powered NULL; the extreme is not harder to reach than its distance implies.",concept_campaign/results/high-resistance-target-adjustment.json,concept_campaign/tests/liquidity_own_01a/high-resistance-target-adjustment.py
high-vs-low-resistance-liquidity,a,liquidity,own,gate,NULL,34967,0.00654669,-0.0116349,0.0236954,0.4676,0.7413,keep,,,"Swing-level sense: a symmetric bracket toward each confirmed 15m swing, gated on a failure swing (lower high / higher low = low resistance) vs a swing that swept the previous one (high resistance). Control-adjusted diff +0.0065R, a powered NULL (MDE 0.025).",concept_campaign/results/high-vs-low-resistance-liquidity__a.json,concept_campaign/tests/liquidity_own_01a/high-vs-low-resistance-liquidity.py
high-vs-low-resistance-liquidity,b,liquidity,own,gate,UNDERPOWERED,681,0.0126965,-0.0664167,0.0946405,0.7573,0.919,keep,,,"Daily-band sense: the first break of PDH or PDL (stop at the day's running extreme, 2R), gated on at least 2 stacked unswept prior daily highs or lows in the path. Diff +0.013R; the gated arm has n=681 and MDE 0.115, so UNDERPOWERED. The corpus's circular 'market-conditions' sense was not tested.",concept_campaign/results/high-vs-low-resistance-liquidity__b.json,concept_campaign/tests/liquidity_own_01a/high-vs-low-resistance-liquidity.py
hourly-cisd-confirmation,a,entry,own,trade,NULL,4970,0.0137191,-0.0181671,0.0454613,0.398,0.6975,keep,,,"1H close past the HIGH (bearish: LOW) of the opposing series that made the day's running extreme (18:00 NY day) confirms the daily wick; long/short with the stop at the day's extreme, 2R, 10h: +0.014R, a powered NULL.",concept_campaign/results/hourly-cisd-confirmation__a.json,concept_campaign/tests/entry_own_01a/hourly-cisd-confirmation.py
hourly-cisd-confirmation,b,entry,own,trade,NULL,5705,0.0159132,-0.0132317,0.0467093,0.298,0.6175,keep,,,"Same book with the level at the first candle's open (the order-block wording): +0.016R, a powered NULL.",concept_campaign/results/hourly-cisd-confirmation__b.json,concept_campaign/tests/entry_own_01a/hourly-cisd-confirmation.py
hourly-cisd-manipulation-confirmation,a,entry,guest,trade,UNDERPOWERED,422,0.0617061,-0.0201946,0.1433,0.139,0.4329,keep,,,"Price engages PDH/PDL. Signal: an hourly close beyond the LOW (bullish: HIGH) of the last opposing candle that engaged it, confirmed 08:30-12:00 NY. Stop at the manipulation extreme, target the -2 SD projection, 10h hold. MDE 0.117 is just short of the 0.10 threshold, so underpowered.",concept_campaign/results/hourly-cisd-manipulation-confirmation__a.json,concept_campaign/tests/entry_guest_01b/hourly-cisd-manipulation-confirmation.py
hourly-cisd-manipulation-confirmation,b,entry,guest,trade,UNDERPOWERED,405,0.0529038,-0.0269472,0.137,0.2059,0.5083,keep,,,"Same as reading a, but the close must be beyond the candle's OPEN (its body). Underpowered (MDE 0.117). Rerun with hold_basis=bars for the trap-7 exposure gap (11%). The first clock run gave +0.053 [-0.029,+0.129]. Weekday/profile step and the 'convincing' qualifier were omitted.",concept_campaign/results/hourly-cisd-manipulation-confirmation__b.json,concept_campaign/tests/entry_guest_01b/hourly-cisd-manipulation-confirmation.py
house-money-capital-structure,,risk,guest,untestable,UNTESTABLE,0,,,,,,,,,"Pure capital structure and sizing with a psychological rationale: deposit only what you can lose, never top up, withdraw the initial, then size up on the rest. It changes neither which trades are taken nor how they exit ('same model at larger size'), so no OHLC outcome can decide it.",concept_campaign/results/house-money-capital-structure.json,concept_campaign/tests/risk_guest_01a/house-money-capital-structure.py
htf-narrative-floor-fifteen-minute,,time,guest,gate,NEGATIVE,6303,-0.0420656,-0.0787951,-0.00895743,0.01822,0.1471,keep,,,"Gate on 5m bare CISD. Kept only trades where the 1H and 15m previous-candle narratives (method_spec 2.3) disagree. Trades that followed the 1H narrative did 0.042R worse than trades that followed the 15m one, CI [-0.079, -0.009].",concept_campaign/results/htf-narrative-floor-fifteen-minute.json,concept_campaign/tests/time_guest_01c/htf-narrative-floor-fifteen-minute.py
htf-opening-price-entry,a,entry,own,gate,NULL,22419,0.0235165,-0.00332125,0.050297,0.08557,0.344,keep,,,"Daily candle governs. Gate on the 15m CISD book: entry at or below the daily open plus 0.25 of the typical range (mirrored for shorts), and the day's range not yet at the 5-day typical range. Result +0.024R [-0.003, +0.050]. Powered, so NULL.",concept_campaign/results/htf-opening-price-entry__a.json,concept_campaign/tests/entry_own_03a/htf-opening-price-entry.py
htf-opening-price-entry,b,entry,own,gate,NULL,19527,0.000285949,-0.0245876,0.0251475,0.982,0.9925,keep,,,"4H candle governs (forex grid). Same gate as reading a, with the 4H candle's open and the mean range of the last 30 4H candles. Result +0.000R [-0.025, +0.025]. Powered, so NULL.",concept_campaign/results/htf-opening-price-entry__b.json,concept_campaign/tests/entry_own_03a/htf-opening-price-entry.py
htf-poi-gate-before-ltf,a,risk,own,gate,NEGATIVE,21022,-0.0337895,-0.0610391,-0.00644895,0.01525,0.1305,keep,,,"Book: 15m CISD (2R, 150min). Gate: an unfilled 4H FVG or PDH/PDL marked at the 18:00 open was tagged earlier that day. Gated trades do worse (-0.034R); H1 carries it (H1 -0.058, H2 -0.012).",concept_campaign/results/htf-poi-gate-before-ltf__a.json,concept_campaign/tests/risk_own_02b/htf-poi-gate-before-ltf.py
htf-poi-gate-before-ltf,b,risk,own,gate,NULL,19434,-0.00248047,-0.0247506,0.0211341,0.8322,0.9416,keep,,,"Book: bias-aligned 5m CISD, with bias = the previous day's candle direction. Gate: one of the two nearest aligned 1H FVG / PDH-PDL POIs was tagged earlier that day. Powered NULL (MDE 0.033).",concept_campaign/results/htf-poi-gate-before-ltf__b.json,concept_campaign/tests/risk_own_02b/htf-poi-gate-before-ltf.py
htf-reaction-mss-retrace-entry,a,entry,guest,trade,NULL,3515,0.00576906,-0.0387873,0.0474803,0.7932,0.9299,keep,,,"Trader T reading: a 1h fractal sweep, then a 5m close through the relative fractal from before the sweep. Limit at the latest 5m FVG of the shift, stop at the sweep extreme, 2R, cancelled if the target trades first. Result +0.006R, powered NULL.",concept_campaign/results/htf-reaction-mss-retrace-entry__a.json,concept_campaign/tests/entry_guest_01a/htf-reaction-mss-retrace-entry.py
htf-reaction-mss-retrace-entry,b,entry,guest,trade,UNDERPOWERED,793,-0.00906529,-0.144235,0.130351,0.897,0.9709,keep,,,"$niper reading: prior-day high/low taken, then a 15m MSS with an FVG within 6h. Limit at the FVG, stop at the sweep extreme, target the opposing prior-day extreme (median 4.6R), missed if the target trades first. Result −0.009R, UNDERPOWERED (MDE 0.196).",concept_campaign/results/htf-reaction-mss-retrace-entry__b.json,concept_campaign/tests/entry_guest_01a/htf-reaction-mss-retrace-entry.py
htf-two-entry-opportunities,a,entry,guest,gate,UNDERPOWERED,467,0.231815,0.0867017,0.370876,0.001385,0.02138,keep,,,"4H, the higher-timeframe case. The budget says take only the first 2 same-TF FVG taps after the curve low. Book: 2R, 40h hold. Taps 1-2 (n=467) vs taps 3+ (n=1820): +0.23R, CI [+0.087, +0.371]. The CI clears 0 in the claimed direction, but MDE is 0.20 > 0.10, so UNDERPOWERED. A candidate worth more data.",concept_campaign/results/htf-two-entry-opportunities__a.json,concept_campaign/tests/entry_guest_02a/htf-two-entry-opportunities.py
htf-two-entry-opportunities,b,entry,guest,gate,UNDERPOWERED,1069,-0.0865535,-0.187964,0.00954453,0.08583,0.344,keep,,,"1H, the lower-timeframe case (budget of 1 tap). The first tap vs later taps: -0.087R, CI [-0.188, +0.010], leaning against the claim. MDE 0.14, so UNDERPOWERED.",concept_campaign/results/htf-two-entry-opportunities__b.json,concept_campaign/tests/entry_guest_02a/htf-two-entry-opportunities.py
htf-wick-formation,a,structure,own,trade,UNDERPOWERED,587,0.016497,-0.113711,0.159604,0.813,0.9381,keep,,,"Daily reversal-wick candle built from 5m expansion met with expansion. Next-day first touch of 0.5 of low->close, stop at the wick extreme, target the candle's opposite extreme. +0.017R, MDE 0.195. Re-run once after a spec fix: the legs were first built on 1h, outside the concept's 5m/1m ltf list.",concept_campaign/results/htf-wick-formation__a.json,concept_campaign/tests/structure_own_01b/htf-wick-formation.py
htf-wick-formation,b,structure,own,trade,UNDERPOWERED,552,-0.00366332,-0.153898,0.1578,0.9633,0.9837,keep,,,"Same setup as reading a with the entry at 0.5 of the wick itself (half-wick-respect). -0.004R, MDE 0.223. Same single re-run after the ltf spec fix.",concept_campaign/results/htf-wick-formation__b.json,concept_campaign/tests/structure_own_01b/htf-wick-formation.py
ic-cisd,a,entry,own,trade,NULL,2550,0.00883464,-0.0323355,0.0536772,0.6872,0.88,keep,,,"Intracandle CISD, rule as stated: a POI-backed 15m CISD aligned with the 4H continuation direction (previous-candle engine), extreme on the wick side of the 4H open, early only (first 2h of the candle), entry on the close, 2R: +0.009R, a powered NULL.",concept_campaign/results/ic-cisd__a.json,concept_campaign/tests/entry_own_01a/ic-cisd.py
ic-cisd,b,entry,own,gate,NULL,2550,0.0210208,-0.034752,0.0779157,0.4646,0.7413,keep,,,"Timing rule as a gate over all IC-CISDs: early (<=2h into the 4H candle) vs late gave +0.021R, NULL (powered, MDE 0.081).",concept_campaign/results/ic-cisd__b.json,concept_campaign/tests/entry_own_01a/ic-cisd.py
ict-2022-mentorship-model,,entry,own,trade,NULL,3973,0.0402442,-0.00926244,0.0884303,0.1064,0.374,keep,,,"trade_test. A 15m swing pool is taken, then a 1m close through the short-term high/low with threshold_fits displacement (N=4, r1.5, d0.65), and a discount FVG in the leg. Limit entry at the FVG edge, stop at the leg extreme, 2R. Result +0.040R vs control, CI contains 0, powered NULL (MDE 0.070).",concept_campaign/results/ict-2022-mentorship-model.json,concept_campaign/tests/entry_own_04a/ict-2022-mentorship-model.py
idea-vs-executable-setup,,risk,own,gate,NULL,28203,-0.00126591,-0.038734,0.0360452,0.9471,0.98,keep,,,"Gate on the 15m CISD book. A stop is untrusted when its protected swing forms a near-equal pair with another same-side swing (within 0.10 x ATR14, previous 20 bars). Trusted vs equal-pair stops: -0.001R, CI [-0.039, +0.036]. Powered, so NULL.",concept_campaign/results/idea-vs-executable-setup.json,concept_campaign/tests/risk_own_02a/idea-vs-executable-setup.py
ideal-formation,a,model,own,gate,UNDERPOWERED,938,-0.0699959,-0.147858,0.0145733,0.09118,0.3544,keep,,,"Book of 4H C2 closures traded as C3. The gate is an ideal C2: the same bar closes beyond the open of the opposing-candle series into its extreme. 15.6% of C2s qualify. Result: -0.070R, leaning against the claim, MDE 0.116, UNDERPOWERED.",concept_campaign/results/ideal-formation__a.json,concept_campaign/tests/model_own_01b/ideal-formation.py
ideal-formation,b,model,own,gate,UNDERPOWERED,141,-0.0293146,-0.210094,0.174146,0.7649,0.9221,keep,,,"The same ideal-formation gate on daily C2 closures. Only 141 are ideal; -0.029R, UNDERPOWERED.",concept_campaign/results/ideal-formation__b.json,concept_campaign/tests/model_own_01b/ideal-formation.py
ignore-news-wick-in-range-fib,,entry,own,trade,UNDERPOWERED,65,0.155669,-0.0377687,0.323809,0.09148,0.3544,keep,,,"trade_test. News proxy: 08:30 NY 5m spike (>=3x median range) with a >=50% wick at the range extreme. The fib is anchored on the spike body (wick excluded), entry at the 0.5 of the adjusted range, stop at the wick, target the reversal extreme. Result +0.156R, CI contains 0, n=65 (no calendar in the data).",concept_campaign/results/ignore-news-wick-in-range-fib.json,concept_campaign/tests/entry_own_04a/ignore-news-wick-in-range-fib.py
